1,100,0.008314,1
2,100,0.004795,1
4,100,0.003060,1
8,100,0.006812,1
1,200,0.054061,1
2,200,0.027624,1
4,200,0.014408,1
8,200,0.010523,1
1,500,0.334064,1
2,500,0.168665,1
4,500,0.084830,1
8,500,0.046651,1
1,750,0.771601,1
2,750,0.377488,1
4,750,0.189892,1
8,750,0.099805,1
1,1000,1.367571,1
2,1000,0.686069,1
4,1000,0.337304,1
8,1000,0.178059,1
1,1500,3.077702,1
2,1500,1.547243,1
4,1500,0.784830,1
8,1500,0.628864,1
1,2000,5.466709,1
2,2000,2.784151,1
4,2000,1.627677,1
8,2000,1.863375,1
1,4000,21.846645,1
2,4000,10.960728,1
4,4000,5.547627,1
8,4000,4.963868,1
