"num_particles",1,2,4,8
10,0.751389,1.13215,1.40488,11.6719
50,6.70001,5.24291,3.79614,3.89807
100,17.0192,10.2616,6.89692,12.8015
200,38.9712,21.7762,13.5685,9.39403
500,100.377,51.6965,28.4149,18.1633
750,154.843,79.3071,43.9544,26.7374
1000,212.003,108.13,59.4732,56.1376
2000,469.388,236.54,126.634,79.8885
5000,1516.97,771.172,395.21,204.939
7500,2699.83,1358.37,694.891,355.363
10000,4166.78,2088.22,1063.6,547.563
