Timing for 10 particles and 100 timesteps
Duration: 0.516381 ms
Timing for 50 particles and 100 timesteps
Duration: 6.38842 ms
Timing for 100 particles and 100 timesteps
Duration: 16.6727 ms
Timing for 200 particles and 100 timesteps
Duration: 37.8548 ms
Timing for 500 particles and 100 timesteps
Duration: 107.094 ms
Timing for 750 particles and 100 timesteps
Duration: 176.616 ms
Timing for 1000 particles and 100 timesteps
Duration: 256.213 ms
Timing for 2000 particles and 100 timesteps
Duration: 683.532 ms
Timing for 5000 particles and 100 timesteps
Duration: 3286.8 ms
Timing for 7500 particles and 100 timesteps
Duration: 7832.96 ms
Timing for 10000 particles and 100 timesteps
Duration: 15901.7 ms
